Situation,emotion,empathetic_dialogues
I am very hopeful that I will be able to win the lottery this week,hopeful,"Customer :Good luck! What will you use the money for if you win?
Agent :"
Seeing my old friend and talking about old basketball games we used to play made me miss the old days.,nostalgic,"Customer :I just bumped into an old friend not to long ago!
Agent :"
Seeing my old friend and talking about old basketball games we used to play made me miss the old days.,nostalgic,"Customer :A little bit as far as jobs and income. he reminded me how much fun we used to have.
Agent :"
Seeing my old friend and talking about old basketball games we used to play made me miss the old days.,nostalgic,"Customer :That must have been exciting. Was your friend much changed?
Agent :"
Seeing my old friend and talking about old basketball games we used to play made me miss the old days.,nostalgic,"Customer :It is always good to see old friends after years of separation. It makes us nostalgic.
Agent :"
I graduated and was very excited for the future.,hopeful,"Customer :Hey i had a lot of fun graduating!
Agent :"
I graduated and was very excited for the future.,hopeful,"Customer :I felt like i could do anything! So many people supporting me!
Agent :"
I graduated and was very excited for the future.,hopeful,"Customer :Congratulations on your graduation! You must be so proud.
Agent :"
I graduated and was very excited for the future.,hopeful,"Customer :It's nice to have supportive people around you. It really builds up your confidence.
Agent :"
I had a biopsy recently and I am still waiting for the results. I'm very nervous about it.,apprehensive,"Customer :I had a biopsy. I haven't heard the results yet.
Agent :"
I had a biopsy recently and I am still waiting for the results. I'm very nervous about it.,apprehensive,"Customer :Not very well. I'm a bit of a mess actually.
Agent :"
I had a biopsy recently and I am still waiting for the results. I'm very nervous about it.,apprehensive,"Customer :Gosh. You must be anxious. How are you coping?
Agent :"
Sometimes I look at the chess board and remember the games I played with my dad. I miss him.,sentimental,"Customer :My dad and I used to play chess together. I miss that.
Agent :"
Sometimes I look at the chess board and remember the games I played with my dad. I miss him.,sentimental,"Customer :My father passed away. Unfortunately, our chess playing days are gone.
Agent :"
Sometimes I look at the chess board and remember the games I played with my dad. I miss him.,sentimental,"Customer :Why don't you two play chess together anymore?
Agent :"
Sometimes I look at the chess board and remember the games I played with my dad. I miss him.,sentimental,"Customer :I'm sorry to hear that. I can only imagine how precious those chess matches were to you. I bet you look back on them fondly.
Agent :"
"I used to be really good at riding a bike, then I injured my knee. I can't ride anymore.",nostalgic,"Customer :I used to be able to ride a bike and I enjoyed it, then I injured my leg. I miss that now.
Agent :"
"I used to be really good at riding a bike, then I injured my knee. I can't ride anymore.",nostalgic,"Customer :I really hope so. It's been years and it hurts whenever I try.
Agent :"
"I used to be really good at riding a bike, then I injured my knee. I can't ride anymore.",nostalgic,"Customer :I did for a while. Maybe I should do more of that. It might help.
Agent :"
"I used to be really good at riding a bike, then I injured my knee. I can't ride anymore.",nostalgic,"Customer :I know what you mean. In time you will be able to ride again.
Agent :"
"I used to be really good at riding a bike, then I injured my knee. I can't ride anymore.",nostalgic,"Customer :Have you thought about getting therapy?  Sometimes, it will speed the process of healing.
Agent :"
I was going through a box in my bedroom while unpacking.  We just moved.  I found a lot of artwork from when my kids were really young.,nostalgic,"Customer :I threw away a lot of artwork that my kids did when they were little.
Agent :"
I was going through a box in my bedroom while unpacking.  We just moved.  I found a lot of artwork from when my kids were really young.,nostalgic,"Customer :It seemed they mass produced art in preschool and elementary school.  They would come home with scribbled on paper, swirls of fingerpaint, things covered in construction paper.  It was ALOT
Agent :"
I was going through a box in my bedroom while unpacking.  We just moved.  I found a lot of artwork from when my kids were really young.,nostalgic,"Customer : i can imagine how they felt
Agent :"
I was going through a box in my bedroom while unpacking.  We just moved.  I found a lot of artwork from when my kids were really young.,nostalgic,"Customer :i hope they didn't get mad at you, some  things like are so precious 
Agent :"
My husband drove 30 hours to get us a new puppy last weekend. He knew it was the puppy of my dreams. I was so thankful that he sacrificed his entire weekend for me!,grateful,"Customer :My husband drove 30 hours this past weekend to get the puppy of my dreams. I was really thankful and excited.
Agent :"
My husband drove 30 hours to get us a new puppy last weekend. He knew it was the puppy of my dreams. I was so thankful that he sacrificed his entire weekend for me!,grateful,"Customer :He really is! He sacrificed his entire weekend just to get me this puppy.
Agent :"
My husband drove 30 hours to get us a new puppy last weekend. He knew it was the puppy of my dreams. I was so thankful that he sacrificed his entire weekend for me!,grateful,"Customer :Wow. Your husband sound like such a sweet guy.
Agent :"
"I was at the dog rescue and I wanted only 1 dog but I ended up getting 3, I hope I can afford them.",apprehensive,"Customer :I went to the dog rescue shelter the other day to get a dog.
Agent :"
"I was at the dog rescue and I wanted only 1 dog but I ended up getting 3, I hope I can afford them.",apprehensive,"Customer :Oh my goodness, I found 3, I hope I can manage them all.
Agent :"
"I was at the dog rescue and I wanted only 1 dog but I ended up getting 3, I hope I can afford them.",apprehensive,"Customer :I love dogs!  Did you find one?
Agent :"
"I was given a gift from my spouse, someone wanted to borrow it but I could not lend it out.",sentimental,"Customer :My spouse gave me a gift, a watch. A friend of mine wanted to borrow my watch but I could not lend it to her. It values a lot to me
Agent :"
"I was given a gift from my spouse, someone wanted to borrow it but I could not lend it out.",sentimental,"Customer :I was surprised because she knew who gave me the gift, but she insisted.
Agent :"
"I was given a gift from my spouse, someone wanted to borrow it but I could not lend it out.",sentimental,"Customer :No! She didn't speak to me for days, she said I was mean and selfish.
Agent :"
"I was given a gift from my spouse, someone wanted to borrow it but I could not lend it out.",sentimental,"Customer :If it is a treasured gift, your friend should not be asking for it! how did you feel when she did ask you? 
Agent :"
"I was given a gift from my spouse, someone wanted to borrow it but I could not lend it out.",sentimental,"Customer :Did she understand when you gave her the reason you didn't want to lend it to her? 
Agent :"
"I was given a gift from my spouse, someone wanted to borrow it but I could not lend it out.",sentimental,"Customer :She doesn't sound like a good friend to me! 
Agent :"
I am so grateful to have great parents ,grateful,"Customer :I am so grateful to my parents for everything that have done for me growing up :) 
Agent :"
I am so grateful to have great parents ,grateful,"Customer :Yeah, they really took care of me and were very kind to me growing up. I am so thankful that they were my parents. 
Agent :"
I am so grateful to have great parents ,grateful,"Customer :That is great. Not too many children are grateful of their parents. 
Agent :"
My son is in the National Guard. He has made it all the way to Sargent. ,proud,"Customer :My son is amazing! He's been in the National Guard for 9 years and is a Sargent now. 
Agent :"
My son is in the National Guard. He has made it all the way to Sargent. ,proud,"Customer :Yes, I am. He is an awesome son. 
Agent :"
My son is in the National Guard. He has made it all the way to Sargent. ,proud,"Customer :Wow!! That is amazing! Good for him. You must be really proud and you have every right to be! :) 
Agent :"
I have been feeling lonely lately because my best friend moved out of town,lonely,"Customer :I have been feeling a little lonely lately.. :( 
Agent :"
I have been feeling lonely lately because my best friend moved out of town,lonely,"Customer :Well, recently my best friend moved out of town, so I haven't really had anyone to hang out with. I have been trying to join community events to find new friends. 
Agent :"
I have been feeling lonely lately because my best friend moved out of town,lonely,"Customer :I can relate, feeling lonely isn't a good thing. How are you coping with it? 
Agent :"
I remember going to a theme park and wanting to ride a roller coaster. I'm afraid of heights and this was my first experience riding a roller coaster. I ended up enjoying the experience and now I love roller coasters. ,apprehensive,"Customer :I'm afraid of heights, but love riding roller coasters.
Agent :"
I remember going to a theme park and wanting to ride a roller coaster. I'm afraid of heights and this was my first experience riding a roller coaster. I ended up enjoying the experience and now I love roller coasters. ,apprehensive,"Customer :Yeah, I remember going to my first theme park. My friends begged me to get on roller coasters and I wouldn't. I finally did and ended up liking it. 
Agent :"
I remember going to a theme park and wanting to ride a roller coaster. I'm afraid of heights and this was my first experience riding a roller coaster. I ended up enjoying the experience and now I love roller coasters. ,apprehensive,"Customer :Wow, yeah I can relate. Being really high up is terrifying, but at least on a roller coaster it is only for a really short and fast period of time! 
Agent :"
"My grandmother dies recently. Every time I think about how our time was spent together, I am sentimental about the past.",sentimental,"Customer :Lately, I've been thinking a lot about my grandmother. She passed away recently.
Agent :"
"My grandmother dies recently. Every time I think about how our time was spent together, I am sentimental about the past.",sentimental,"Customer :Thank you. I tend to get a bit sentimental when I think about how she was when I was a kid. She was always baking and including us.
Agent :"
"My grandmother dies recently. Every time I think about how our time was spent together, I am sentimental about the past.",sentimental,"Customer :I'm sorry for your loss.
Agent :"
I recently drove past my old high school and had a nostalgic feeling. I started thinking back to when I was a teenager and memories of my old friends. ,sentimental,"Customer :I recently had to go to my old High School. And as soon as I walked in I started thinking back to my teen years. 
Agent :"
I recently drove past my old high school and had a nostalgic feeling. I started thinking back to when I was a teenager and memories of my old friends. ,sentimental,"Customer :The memories were good. I was invited by the football coach to talk to the football team. 
Agent :"
I recently drove past my old high school and had a nostalgic feeling. I started thinking back to when I was a teenager and memories of my old friends. ,sentimental,"Customer :Very cool, was it for a high school reunion?  Hopefully it brought up good memories!
Agent :"
I recently drove past my old high school and had a nostalgic feeling. I started thinking back to when I was a teenager and memories of my old friends. ,sentimental,"Customer :Awesome!  Hopefully you gave them the motivation they needed for the new year!
Agent :"
I found an old sketchbook that I have owned for years and flipped through it to see a ton of drawings I did when I was much younger.,sentimental,"Customer :I used to draw a lot when I was younger and I put a lot of emotion in to my work.
Agent :"
I found an old sketchbook that I have owned for years and flipped through it to see a ton of drawings I did when I was much younger.,sentimental,"Customer :I don't draw anymore, so it brought back a lot of memories when I found an old sketchbook of mine.
Agent :"
I found an old sketchbook that I have owned for years and flipped through it to see a ton of drawings I did when I was much younger.,sentimental,"Customer :Do you still draw? I was never talented in drawing.
Agent :"
I found an old sketchbook that I have owned for years and flipped through it to see a ton of drawings I did when I was much younger.,sentimental,"Customer :Oh i bet! Why did you stop drawing?
Agent :"
My first dog was the greatest dog ever. Just thinking about her makes me smile.,sentimental,"Customer :My first dog was the greatest dog ever. Just thinking about her makes me smile a little.
Agent :"
My first dog was the greatest dog ever. Just thinking about her makes me smile.,sentimental,"Customer :Yes, he was such a loving animal. He was a great friend.
Agent :"
My first dog was the greatest dog ever. Just thinking about her makes me smile.,sentimental,"Customer :Dogs are really the best aren't they? They are the greatest friends we can ask for.
Agent :"
I was apprehensive a few weeks ago when I got on this rickety roller coaster. It was an old wooden one and kind of scary. ,apprehensive,"Customer :I went to a theme park recently and got on this roller coaster 
Agent :"
I was apprehensive a few weeks ago when I got on this rickety roller coaster. It was an old wooden one and kind of scary. ,apprehensive,"Customer :Not really. :( It didn't seem very safe.. it was a really old rickety, wooden one that looked like it was about to fall apart. 
Agent :"
I was apprehensive a few weeks ago when I got on this rickety roller coaster. It was an old wooden one and kind of scary. ,apprehensive,"Customer :Really! Did you have fun? 
Agent :"
I was apprehensive a few weeks ago when I got on this rickety roller coaster. It was an old wooden one and kind of scary. ,apprehensive,"Customer :Oh no! That sounds scary. Some of the rollercoasters can be very well built while others are very sketchy
Agent :"
"My son starts high school this year. It seems like just yesterday, that he was a toddler in pre-school. ",sentimental,"Customer :My son starts high school this year. It seems like just yesterday, that he was a toddler in pre-school.
Agent :"
"My son starts high school this year. It seems like just yesterday, that he was a toddler in pre-school. ",sentimental,"Customer :Not so much sad, as kind of thoughtful. I'm very proud of what he's accomplished in school and how he's taken charge of that aspect of his life.
Agent :"
"My son starts high school this year. It seems like just yesterday, that he was a toddler in pre-school. ",sentimental,"Customer :Time flies. Does this make you feel sad?
Agent :"
"My son starts high school this year. It seems like just yesterday, that he was a toddler in pre-school. ",sentimental,"Customer :It's nice to reflect on the accomplishments of out loved ones.
Agent :"
I've lost over 30 pounds in the last two months.,proud,"Customer :I've been dieting the last two months, and so far, I've lost aboout 30 pounds!
Agent :"
I've lost over 30 pounds in the last two months.,proud,"Customer :I cut out refined sugars and I've been riding an exercise bike for 45 minutes everyday, and going on walks every night with my wife.
Agent :"
I've lost over 30 pounds in the last two months.,proud,"Customer :Wow! That's amazing! You must be proud! What is your secret?
Agent :"
I just moved across country and i feel a bit unsure if this was the right move for me.,apprehensive,"Customer :I just made a huge move across the country , and I don't know if it was the right choice.
Agent :"
I just moved across country and i feel a bit unsure if this was the right move for me.,apprehensive,"Customer :That is some great advice, Mind set is so important.
Agent :"
I just moved across country and i feel a bit unsure if this was the right move for me.,apprehensive,"Customer :Me too, Military brat!
Agent :"
I just moved across country and i feel a bit unsure if this was the right move for me.,apprehensive,"Customer :Navy here, Wouldn't say it was always fun, but saw a lot of cool places. Have a great day!
Agent :"
I just moved across country and i feel a bit unsure if this was the right move for me.,apprehensive,"Customer :Oh thats scary. I've been there. Just give it some time to feel right. Home is where ever you want it to be.
Agent :"
I just moved across country and i feel a bit unsure if this was the right move for me.,apprehensive,"Customer :Thanks, it's so true. I've moved around alot.
Agent :"
I just moved across country and i feel a bit unsure if this was the right move for me.,apprehensive,"Customer :Yep! Dad was in the army.
Agent :"
"I became very choked up when I opened an old box my dead mother had given me. In the box, I found a hand written note I'd never read before. ",sentimental,"Customer :I found something tucked away in my closet that got me choked up and sad.
Agent :"
"I became very choked up when I opened an old box my dead mother had given me. In the box, I found a hand written note I'd never read before. ",sentimental,"Customer :It was a hand written note from my dead mother. I never had read or seen it before. 
Agent :"
"I became very choked up when I opened an old box my dead mother had given me. In the box, I found a hand written note I'd never read before. ",sentimental,"Customer :Oh no! What was it?
Agent :"
My friend invited me over to share thanksgiving with him and his family a while ago.,grateful,"Customer :My friend invited me over to share Thanksgiving with him and his family a while ago.
Agent :"
My friend invited me over to share thanksgiving with him and his family a while ago.,grateful,"Customer :Yea it was very cool and I was able to familiarize myself with their cooking. I cherished the evening.
Agent :"
My friend invited me over to share thanksgiving with him and his family a while ago.,grateful,"Customer :That sounds lovely!
Agent :"
nothing like visiting a place you used to live,sentimental,"Customer :visiting an old place is great
Agent :"
nothing like visiting a place you used to live,sentimental,"Customer :yes brings back memories i had forgotton
Agent :"
nothing like visiting a place you used to live,sentimental,"Customer :Did you visit one recently?
Agent :"
nothing like visiting a place you used to live,sentimental,"Customer :Where did you go?
Agent :"
My son graduated first in the class from his Army recruiting school. He has been in the army for 5 years now.,proud,"Customer :My son is in the Army and recently he graduated first in the class from recruiting school at Ft. Knox.
Agent :"
My son graduated first in the class from his Army recruiting school. He has been in the army for 5 years now.,proud,"Customer :Yes, I am. He was such a slacker in high school, but now he is thriving.
Agent :"
My son graduated first in the class from his Army recruiting school. He has been in the army for 5 years now.,proud,"Customer :That is awesome! I am so proud of your son, you should be proud as well.
Agent :"
I had major health problems. When I finally finished with surgery I felt my future was bright. ,hopeful,"Customer :I had to have a bunch of surgeries this past year. 
Agent :"
I had major health problems. When I finally finished with surgery I felt my future was bright. ,hopeful,"Customer :Yeah I'm good now. I feel like things are going to be good for the foreseeable future. 
Agent :"
I had major health problems. When I finally finished with surgery I felt my future was bright. ,hopeful,"Customer :Oh, no, I hope you're okay!
Agent :"
I almost gave away my steam cleaner because it was leaking all over the place. I decided to try and fix it which I did successfully. Yesterday I spilled my drink on the carpet and used my now fixed steam cleaner to clean up. glad I didn't get rid of it.,grateful,"Customer : I almost gave away my steam cleaner because it was leaking all over the place.
Agent :"
I almost gave away my steam cleaner because it was leaking all over the place. I decided to try and fix it which I did successfully. Yesterday I spilled my drink on the carpet and used my now fixed steam cleaner to clean up. glad I didn't get rid of it.,grateful,"Customer : I decided to try and fix it which I did successfully. Yesterday I spilled my drink on the carpet and used my now fixed steam cleaner to clean up. glad I didn't get rid of it
Agent :"
I almost gave away my steam cleaner because it was leaking all over the place. I decided to try and fix it which I did successfully. Yesterday I spilled my drink on the carpet and used my now fixed steam cleaner to clean up. glad I didn't get rid of it.,grateful,"Customer :That's one more thing I know how to do. good for saving some money for sure.;
Agent :"
I almost gave away my steam cleaner because it was leaking all over the place. I decided to try and fix it which I did successfully. Yesterday I spilled my drink on the carpet and used my now fixed steam cleaner to clean up. glad I didn't get rid of it.,grateful,"Customer :Oh no! Have you looked up the user manual, or taken it to a repairman to get it fixed/
Agent :"
I almost gave away my steam cleaner because it was leaking all over the place. I decided to try and fix it which I did successfully. Yesterday I spilled my drink on the carpet and used my now fixed steam cleaner to clean up. glad I didn't get rid of it.,grateful,"Customer :That takes some real hard work to fix something like that. I am sure it came in handy for cleaning up that stain.
Agent :"
I was reallt nervous about my first date with my girlfriend because it had been a long time since I'd dated anyone.,apprehensive,"Customer :I was pretty nervous for my first date with my now girlfriend. I had previously been in a relationship for a long time, and it had been quite awhile since I'd been on a date.
Agent :"
I was reallt nervous about my first date with my girlfriend because it had been a long time since I'd dated anyone.,apprehensive,"Customer :It was fairly akward at first because I was so nervous, but she was understanding, and after she started telling me about herself, I started to relax and the rest of the date went really well.
Agent :"
I was reallt nervous about my first date with my girlfriend because it had been a long time since I'd dated anyone.,apprehensive,"Customer :Well, that's understandable. How did it go?
Agent :"
"When I was a kid, we used to make caramel apples. They were such a wonderful treat.",nostalgic,"Customer :When I was a kid, we used to make caramel apples every fall. They're such a wonderful treat.
Agent :"
"When I was a kid, we used to make caramel apples. They were such a wonderful treat.",nostalgic,"Customer :Yes, and we burned a bunch before we got the hang of it.
Agent :"
"When I was a kid, we used to make caramel apples. They were such a wonderful treat.",nostalgic,"Customer :Oh, I love caramel apples! They're one of my favorite treats in the fall. Did you guys make your own caramel?
Agent :"
So the president of the school's pto and I don't get along. It makes having to go to this meeting today hard.,apprehensive,"Customer :We used to be best friends but when she became president she started excluding me from everything
Agent :"
So the president of the school's pto and I don't get along. It makes having to go to this meeting today hard.,apprehensive,"Customer :The president did. It's like the title went to her head and now she's super snotty.
Agent :"
So the president of the school's pto and I don't get along. It makes having to go to this meeting today hard.,apprehensive,"Customer :Who did , tell me more
Agent :"
So the president of the school's pto and I don't get along. It makes having to go to this meeting today hard.,apprehensive,"Customer :well thats not nice I hope she stars treating you better
Agent :"
I planted vegetables in my garden. I can't wait until they sprout!,hopeful,"Customer :I planted vegetables in my garden. I can't wait until they sprout!
Agent :"
I planted vegetables in my garden. I can't wait until they sprout!,hopeful,"Customer :I planted tomatoes, peppers, and onions. I'm hoping to make salsa.
Agent :"
I planted vegetables in my garden. I can't wait until they sprout!,hopeful,"Customer :Nothing like fresh veggies! What did you plant?
Agent :"
My hubby is out of town for my birthday week! He sent me an I love you bouquet of roses.,sentimental,"Customer :I was feeling really down that he would be gone. He blew me away with this, never saw it coming.
Agent :"
My hubby is out of town for my birthday week! He sent me an I love you bouquet of roses.,sentimental,"Customer :Oh sorry, my husband blew me away. he sent me roses for my birthday!
Agent :"
My hubby is out of town for my birthday week! He sent me an I love you bouquet of roses.,sentimental,"Customer :Hi friend! I am not sure who you are talking about. Who blew you away?
Agent :"
My hubby is out of town for my birthday week! He sent me an I love you bouquet of roses.,sentimental,"Customer :Oh, that is very nice! I guess he doesn't do that often if you were blown away. Seems like he loves you very much. :)
Agent :"
My husband gave me a ring that belonged to his great-grandmother. I hold it dear to me. ,sentimental,"Customer :My husband gave me a really beautiful ring that belonged to his great grandmother. I cherish it every time I wear it. 
Agent :"
My husband gave me a ring that belonged to his great-grandmother. I hold it dear to me. ,sentimental,"Customer :Yes. It means a lot to both to us. She was a very lovely lady. 
Agent :"
My husband gave me a ring that belonged to his great-grandmother. I hold it dear to me. ,sentimental,"Customer :that is so nice that he trust you with such a keepsake
Agent :"
I found an old family photo album at  my mom's house recently. It was really nice to go back through it.,sentimental,"Customer :I was at my mom's house doing some pet sitting for her recently, and I found an old family photo album. It was interesting going back through it and reminiscing.
Agent :"
I found an old family photo album at  my mom's house recently. It was really nice to go back through it.,sentimental,"Customer :I found some photos in there of my mom's house growing up. I had no idea she'd lived on a farm as a little kid, she never talked about it!
Agent :"
I found an old family photo album at  my mom's house recently. It was really nice to go back through it.,sentimental,"Customer :That sounds like a lot of fun! Did you discover anything new?
Agent :"
I keep a old bottle of my dad's cologne I smell sometimes to remember him by.,sentimental,"Customer :My father died a few years ago, and I keep his cologne to remember him by.
Agent :"
I keep a old bottle of my dad's cologne I smell sometimes to remember him by.,sentimental,"Customer :Pretty much always, Jovan Musk ,it's an easy smell to remember. And makes me imagine him like it was yesterday.
Agent :"
I keep a old bottle of my dad's cologne I smell sometimes to remember him by.,sentimental,"Customer :It'd nice you have a memento like that to remember him by. Did he wear it often?
Agent :"
I keep a old bottle of my dad's cologne I smell sometimes to remember him by.,sentimental,"Customer :What a great thing to have, I glad you're able to keep his memory alive like that. :)
Agent :"
My boyfriend and I did a lot around the house last weekend. It was nice he didn't have to work. Come monday morning I was really gonna miss him. Now I can't wait til this weekend so we can have more time together.,lonely,"Customer :My boyfriend and I did a lot around the house last weekend. It was nice he didn't have to work. Come monday morning I knew I was really gonna miss him.
Agent :"
My boyfriend and I did a lot around the house last weekend. It was nice he didn't have to work. Come monday morning I was really gonna miss him. Now I can't wait til this weekend so we can have more time together.,lonely,"Customer :Yes he is. I'm glad he is so understanding about my clingyness. I don't work so I'm alone alot.
Agent :"
My boyfriend and I did a lot around the house last weekend. It was nice he didn't have to work. Come monday morning I was really gonna miss him. Now I can't wait til this weekend so we can have more time together.,lonely,"Customer :That's so nice! He sounds like a keeper!
Agent :"
I broke up with my girlfriend a week ago so I'm trying to adjust to single life.,lonely,"Customer :I broke up with my girlfriend a week ago so now I'm adjusting to single life.
Agent :"
I broke up with my girlfriend a week ago so I'm trying to adjust to single life.,lonely,"Customer :I agree, I'm taking it one day at a time and I realize that it will be a process.
Agent :"
I broke up with my girlfriend a week ago so I'm trying to adjust to single life.,lonely,"Customer :I'm sorry to hear that. That can be a hard adjustment to make. 
Agent :"
My husband and I were really struggling to get pregnant with our second child. It had been over a year and I was feeling really down about it. I ended up having to go to the doctor to try and figure out what was going on. ,sad,"Customer :My husband and I were really struggling to get pregnant. I was very upset about it.
Agent :"
My husband and I were really struggling to get pregnant with our second child. It had been over a year and I was feeling really down about it. I ended up having to go to the doctor to try and figure out what was going on. ,sad,"Customer :I ended up having to go to the doctor because I was so freaked out. Eventually it just happened though and now she's 9 months old!
Agent :"
My husband and I were really struggling to get pregnant with our second child. It had been over a year and I was feeling really down about it. I ended up having to go to the doctor to try and figure out what was going on. ,sad,"Customer :Oh, I'm sorry. I can image how you feel. My son and his wife are trying to get pregnant right now as well. 
Agent :"
 i love to have things personally .. some times they seemed to  be my lucky charm..,sentimental,"Customer : once i got my favorite pen with me and i got full score.. is it not a lucky charm?
Agent :"
 i love to have things personally .. some times they seemed to  be my lucky charm..,sentimental,"Customer : i do accept , even then i believe in miracles!!
Agent :"
 i love to have things personally .. some times they seemed to  be my lucky charm..,sentimental,"Customer :I suppose it is, but I wonder if the fact that you studied might have had more to do with it?
Agent :"
"I went through a lot of hard times in my life. Lost my job, injured my knee, lost someone dear. But I always believed things would get better.",hopeful,"Customer :I went through some pretty tough times. Still, I believed things would get better eventually.
Agent :"
"I went through a lot of hard times in my life. Lost my job, injured my knee, lost someone dear. But I always believed things would get better.",hopeful,"Customer :Absolutely. Things did get better as a matter of fact. 
Agent :"
"I went through a lot of hard times in my life. Lost my job, injured my knee, lost someone dear. But I always believed things would get better.",hopeful,"Customer : it is a good sign of positivity i guess.. 
Agent :"
My dog is 10 years old. He has been getting more infections in his ear and sleeping alot. I don't think he has much time left.,sad,"Customer :I think I'm gonna lose my doggie soon.
Agent :"
My dog is 10 years old. He has been getting more infections in his ear and sleeping alot. I don't think he has much time left.,sad,"Customer :My dog is 10 years old. He has been pretty miserable with the ear infections and allergies. He just wants to sleep all the time.
Agent :"
My dog is 10 years old. He has been getting more infections in his ear and sleeping alot. I don't think he has much time left.,sad,"Customer :oh no what happened
Agent :"
My dog is 10 years old. He has been getting more infections in his ear and sleeping alot. I don't think he has much time left.,sad,"Customer :well i had one that did that and he lived to 17 so there may still be hope
Agent :"
a picture i just recently came across had me remembering my first trip overseas. ,sentimental,"Customer :my first trip overseas was to Rome as a college freshman. that was many years ago. hope to go back soon.
Agent :"
a picture i just recently came across had me remembering my first trip overseas. ,sentimental,"Customer :It was a great trip. I was there for a semester. Small group of students living on campus about 10 miles outside of the city and easy public transport to get into and around Rome.
Agent :"
a picture i just recently came across had me remembering my first trip overseas. ,sentimental,"Customer :That's awesome. I've been to a lot of countries but would love to go to Italy. I am envious.
Agent :"
My grandmother passed away two weeks in 2005.   She had given me all of her Christmas decorations a few years before that.  Her death made me appreciate that even more than ever,sentimental,"Customer :My most treasured item is her ornament that she had for her cat Barney.   That cat was her world. 
Agent :"
My grandmother passed away two weeks in 2005.   She had given me all of her Christmas decorations a few years before that.  Her death made me appreciate that even more than ever,sentimental,"Customer :Its a porcelain one.   Barney was a black cat that lived into his 20s.  I loved that cat
Agent :"
My grandmother passed away two weeks in 2005.   She had given me all of her Christmas decorations a few years before that.  Her death made me appreciate that even more than ever,sentimental,"Customer :I had a cat named Barney too! We was a one-eyed grey tabby. What kind of ornament is it?
Agent :"
My grandmother passed away two weeks in 2005.   She had given me all of her Christmas decorations a few years before that.  Her death made me appreciate that even more than ever,sentimental,"Customer :Wow, that's quite a long life for a cat. I'm glad you got to enjoy so many years with Barney.
Agent :"
I went to a water park onetime and my top came off while I was going down a slide,apprehensive,"Customer :I went to a water park years ago. Aas I was going down one of the slides, my top slid up and I was exposed. I was so humiliated. 
Agent :"
I went to a water park onetime and my top came off while I was going down a slide,apprehensive,"Customer :Yes, but ever since then, i refuse to go down slides at the water park. 
Agent :"
I went to a water park onetime and my top came off while I was going down a slide,apprehensive,"Customer :That sounds terrible, but I'm sure it's happened to other people before. 
Agent :"
when my daughter wanted to get dropped off at the movies,apprehensive,"Customer :i hate that my daughter is growing, she wanted me to drop off at the movies
Agent :"
when my daughter wanted to get dropped off at the movies,apprehensive,"Customer :yes, but the world is so scary
Agent :"
when my daughter wanted to get dropped off at the movies,apprehensive,"Customer :Was she wanting to go with friends?
Agent :"
when my daughter wanted to get dropped off at the movies,apprehensive,"Customer :I know, you just never know how she will handle a dangerous situation. I talk to mine all the time about things that could happen. 
Agent :"
My child is normally a D student but worked really hard and got the A B honor roll. I knew she could do it. ,proud,"Customer :I just knew my daughter could pull it off!
Agent :"
My child is normally a D student but worked really hard and got the A B honor roll. I knew she could do it. ,proud,"Customer :She  is normally a D student but worked really hard and got the A B honor roll!
Agent :"
My child is normally a D student but worked really hard and got the A B honor roll. I knew she could do it. ,proud,"Customer :Yeah and I'm glad she realizes there is nothing wrong with her. It just takes a little effort.
Agent :"
My child is normally a D student but worked really hard and got the A B honor roll. I knew she could do it. ,proud,"Customer :pull what off?
Agent :"
My child is normally a D student but worked really hard and got the A B honor roll. I knew she could do it. ,proud,"Customer :wow, that is so nice. you both should be really happy
Agent :"
i want it to rain,hopeful,"Customer :i want it to rail today
Agent :"
i want it to rain,hopeful,"Customer :yes, sorry rain
Agent :"
i want it to rain,hopeful,"Customer :its been so hot and dry here
Agent :"
i want it to rain,hopeful,"Customer :Did you mean rain?
Agent :"
i want it to rain,hopeful,"Customer :I like rain myself. We've been getting a good amount here, during the past month or so. 
Agent :"
i want it to rain,hopeful,"Customer :We've had an uncharacteristically mild summer. I'm hoping it continues. 
Agent :"
"Growing up, my mom always played a lot of Aretha Franklin. When I found out that she passed I was bewildered.",sad,"Customer :growing up my mom played a lot of Aretha Franklin. Naturally when I heard she passed I was shocked.
Agent :"
"Growing up, my mom always played a lot of Aretha Franklin. When I found out that she passed I was bewildered.",sad,"Customer :Yes, I have a special place in my heart for classic music. 
Agent :"
"Growing up, my mom always played a lot of Aretha Franklin. When I found out that she passed I was bewildered.",sad,"Customer :Awww. I'm sorry to hear that. Aretha means a lot to you I see
Agent :"
I was watching videos of Aretha Franklin on television and it made me think back to when my mother would listen to her albums when I was young. ,nostalgic,"Customer :I was watching Aretha Franklin videos this weekend and it made me think about being young and my mom listening to her albums. 
Agent :"
I was watching videos of Aretha Franklin on television and it made me think back to when my mother would listen to her albums when I was young. ,nostalgic,"Customer :That made me smile. My mom and your mom are soul sisters. 
Agent :"
I was watching videos of Aretha Franklin on television and it made me think back to when my mother would listen to her albums when I was young. ,nostalgic,"Customer :Aww, my mom used to listen to her too? Did she sing along and dance like mine did too? Used to love that when I was little.
Agent :"
